"Format","AIM CSV File"
"Venue","OTTOBIANO"
"Vehicle","EasyKart60"
"User","ANDREA"
"Data Source","AIM Data Logger"
"Comment",""
"Date","02/17/07"
"Time","16:46:07"
"Sample Rate","10"
"Duration","58.600"
"Segment","Lap 10 - 0:58.600"

"Time","Distance","Engine","Temperature","GPS_Speed","GPS_Nsat","GPS_LatAcc","GPS_LonAcc","GPS_Slope","GPS_Heading","GPS_Gyro","GPS_Latitude","GPS_Longitude","GPS_Elevation",
"Time","Distance","Engine","Temperature","GPS_Speed","GPS_Nsat","GPS_LatAcc","GPS_LonAcc","GPS_Slope","GPS_Heading","GPS_Gyro","GPS_Latitude","GPS_Longitude","GPS_Elevation",
"sec","km","rpm","°C","km/h","#","g","g","deg","deg","deg/s","°","°","cm",
"","","1","2","3","4","5","6","7","8","9","10","11","12",

13.100,0.254,10172.179688,0.000000,60.883999,9.000000,-0.024499,0.185818,-0.030849,135.902328,-0.847613,45.165817414231,8.816760710152,84.83
13.200,0.256,10269.259766,0.000000,61.484001,9.000000,-0.053012,0.188724,-0.046433,136.049469,-1.807432,45.165806303047,8.816745575692,84.86
13.300,0.257,10418.879883,0.000000,62.098000,9.000000,-0.075523,0.193823,-0.051361,136.266968,-2.571070,45.165794927540,8.816730184875,84.91
13.400,0.259,10514.799805,0.000000,62.812000,9.000000,-0.090117,0.198832,-0.050558,136.559860,-3.046854,45.165783326070,8.816714611681,84.98
13.500,0.261,10634.099609,0.000000,63.598000,9.000000,-0.094706,0.202758,-0.043225,136.888977,-3.146320,45.165771581094,8.816698982188,85.06
13.600,0.263,10749.240234,0.000000,64.312004,9.000000,-0.087262,0.202949,-0.025234,137.191940,-2.842423,45.165759793591,8.816683476428,85.10
13.700,0.264,10862.019531,0.000000,65.098000,9.000000,-0.072527,0.199954,-0.002315,137.449097,-2.338679,45.165747805578,8.816667862470,85.11
13.800,0.266,10955.580078,0.000000,65.798004,9.000000,-0.053140,0.193861,0.018197,137.655594,-1.684132,45.165735532039,8.816651987063,85.10
13.900,0.268,11053.250000,0.000000,66.489998,9.000000,-0.031802,0.185493,0.023124,137.785873,-0.950287,45.165722912160,8.816635746926,85.09
14.000,0.270,11150.650391,0.000000,67.089996,9.000000,-0.010898,0.177303,0.018827,137.854050,-0.286802,45.165710310184,8.816619581783,85.09
14.100,0.272,11258.200195,0.000000,67.690002,9.000000,0.004908,0.170038,-0.012399,137.847183,0.212817,45.165697747328,8.816603486938,85.08
14.200,0.274,11346.049805,0.000000,68.275002,9.000000,0.015519,0.165322,-0.061674,137.797913,0.529090,45.165685064813,8.816587221343,85.06
14.300,0.276,11448.799805,0.000000,68.790001,9.000000,0.020394,0.163059,-0.132148,137.729156,0.662016,45.165672153699,8.816570637935,85.04
14.400,0.278,11612.000000,0.000000,69.389999,9.000000,0.019916,0.162517,-0.214081,137.660400,0.625347,45.165659078139,8.816553812276,85.02
14.500,0.280,11625.349609,0.000000,69.989998,9.000000,0.016156,0.162613,-0.305754,137.596786,0.493566,45.165645942877,8.816536876636,84.99
14.600,0.282,11717.349609,0.000000,70.574997,9.000000,0.009050,0.163059,-0.396568,137.564148,0.264383,45.165632881651,8.816520009147,84.95
14.700,0.284,11822.750000,0.000000,71.089996,9.000000,0.001307,0.162231,-0.479933,137.544662,0.035200,45.165619710212,8.816502977485,84.91
14.800,0.286,11907.599609,0.000000,71.690002,9.000000,-0.006883,0.160127,-0.546969,137.548096,-0.193983,45.165606303707,8.816485638576,84.87
14.900,0.288,11990.250000,0.000000,72.290001,9.000000,-0.014626,0.156654,-0.601686,137.574448,-0.419728,45.165592724065,8.816468079738,84.83
15.000,0.290,12065.099609,0.000000,72.875000,9.000000,-0.023007,0.151269,-0.638356,137.625443,-0.629431,45.165579077581,8.816450446684,84.81
15.100,0.292,12137.900391,0.000000,73.375000,9.000000,-0.032121,0.144258,-0.653826,137.707367,-0.862052,45.165565504149,8.816432939727,84.78
15.200,0.294,12204.799805,0.000000,73.875000,9.000000,-0.042605,0.137056,-0.656977,137.802490,-1.127904,45.165551812994,8.816415326092,84.76
15.300,0.296,12281.900391,0.000000,74.360001,9.000000,-0.055001,0.128771,-0.642939,137.923965,-1.475117,45.165537873182,8.816397461479,84.74
15.400,0.298,12372.000000,0.000000,74.760002,9.000000,-0.069500,0.120486,-0.614292,138.089539,-1.852123,45.165523748593,8.816379441221,84.73
15.500,0.300,12380.480469,0.000000,75.164001,9.000000,-0.087491,0.112118,-0.583524,138.295456,-2.310260,45.165509406570,8.816361244356,84.72
